,time,turbine,plantname,power,WS,WD,TEMPER,HUM,PRE,ws,onpower,wd
2786,2013/9/30 0:30,001#,YMGZ,509.56,11.1,87.73,14.18,31.0,879.72,7.19,872.82,1.86
2787,2013/9/30 0:45,001#,YMGZ,536.85,11.38,86.6,14.14,31.0,879.85,7.03,821.66,7.62
2788,2013/9/30 1:00,001#,YMGZ,543.16,11.56,86.76,13.27,30.0,881.04,6.84,960.57,7.43
2789,2013/9/30 1:15,001#,YMGZ,616.07,11.5,88.61,13.66,29.0,880.95,6.13,733.5,5.25
2790,2013/9/30 1:30,001#,YMGZ,674.28,11.41,91.52,14.16,28.0,881.18,7.03,913.43,4.0
2791,2013/9/30 1:45,001#,YMGZ,747.17,11.19,93.1,14.48,27.0,881.29,7.48,1066.84,1.5
2792,2013/9/30 2:00,001#,YMGZ,802.09,11.15,95.61,14.82,25.38,881.44,8.19,1171.25,3.43
2793,2013/9/30 2:15,001#,YMGZ,815.57,10.58,95.71,15.21,24.67,881.63,6.64,838.34,3.87
2794,2013/9/30 2:30,001#,YMGZ,831.84,10.03,93.87,15.59,23.0,881.71,6.61,665.0,356.14
2795,2013/9/30 2:45,001#,YMGZ,819.7,9.68,91.78,15.98,22.0,881.73,5.25,424.64,357.57
2796,2013/9/30 3:00,001#,YMGZ,832.8,9.65,93.09,16.31,21.0,882.38,,,
2797,2013/9/30 3:15,001#,YMGZ,831.96,9.72,96.25,16.7,20.0,881.81,5.31,459.3,3.6
2798,2013/9/30 3:30,001#,YMGZ,0.001,9.64,100.3,17.06,19.73,882.53,6.21,579.38,0.97
2799,2013/9/30 3:45,001#,YMGZ,777.26,9.21,104.26,17.45,19.73,881.95,6.73,623.5,355.29
2800,2013/9/30 4:00,001#,YMGZ,778.95,8.61,106.95,17.83,19.73,881.89,6.11,545.41,356.5
2801,2013/9/30 4:15,001#,YMGZ,784.12,7.97,107.7,18.2,19.73,881.91,6.06,478.0,353.0
2802,2013/9/30 4:30,001#,YMGZ,800.85,7.39,107.78,18.56,19.73,881.89,6.31,499.41,353.13
2803,2013/9/30 4:45,001#,YMGZ,794.47,6.82,107.7,18.88,19.0,881.86,7.02,623.86,352.0
2804,2013/9/30 5:00,001#,YMGZ,776.05,6.22,106.73,19.15,19.0,881.66,7.18,694.56,351.38
2805,2013/9/30 5:15,001#,YMGZ,753.31,5.73,104.01,19.42,19.0,881.61,7.6,769.54,350.71
2806,2013/9/30 5:30,001#,YMGZ,729.06,5.27,100.59,19.63,19.0,880.85,7.41,861.06,354.13
2807,2013/9/30 5:45,001#,YMGZ,726.78,4.96,95.86,19.88,19.0,880.75,7.78,920.96,354.29
2808,2013/9/30 6:00,001#,YMGZ,732.89,4.85,91.5,20.07,19.0,880.63,7.4,943.06,358.38
2809,2013/9/30 6:15,001#,YMGZ,714.36,4.75,88.63,20.26,19.0,880.69,7.71,1060.43,360.0
2810,2013/9/30 6:30,001#,YMGZ,717.3,4.6,87.1,20.38,19.0,880.64,7.57,1084.86,359.57
2811,2013/9/30 6:45,001#,YMGZ,728.12,4.47,87.49,20.61,19.0,880.72,6.78,901.5,0.38
2812,2013/9/30 7:00,001#,YMGZ,719.52,4.28,87.97,20.74,19.0,880.66,6.29,748.39,3.0
2813,2013/9/30 7:15,001#,YMGZ,746.79,4.08,88.49,20.91,18.0,880.64,6.34,732.88,5.12
2814,2013/9/30 7:30,001#,YMGZ,754.48,3.81,88.87,21.05,18.0,880.64,6.55,757.22,2.87
2815,2013/9/30 7:45,001#,YMGZ,786.3,3.59,89.32,21.21,18.0,880.64,6.88,732.89,356.43
2816,2013/9/30 8:00,001#,YMGZ,824.33,3.46,88.28,21.32,18.0,880.65,6.47,924.78,2.12
2817,2013/9/30 8:15,001#,YMGZ,832.16,3.39,87.42,21.41,18.0,880.48,6.63,851.18,3.57
2818,2013/9/30 8:30,001#,YMGZ,845.68,3.39,86.89,21.51,18.0,880.62,6.87,869.44,3.62
2819,2013/9/30 8:45,001#,YMGZ,922.2,3.46,87.88,21.61,17.56,880.48,6.53,758.07,359.14
2820,2013/9/30 9:00,001#,YMGZ,955.22,3.48,89.04,21.71,17.0,880.47,6.47,571.91,351.5
2821,2013/9/30 9:15,001#,YMGZ,956.72,3.45,90.18,21.73,17.0,880.5,5.9,508.07,354.29
2822,2013/9/30 9:30,001#,YMGZ,937.57,3.49,90.25,21.75,17.0,880.51,5.68,414.66,351.37
2823,2013/9/30 9:45,001#,YMGZ,913.05,3.49,90.04,21.81,17.0,880.47,5.33,335.81,351.63
2824,2013/9/30 10:00,001#,YMGZ,914.86,3.64,88.36,21.83,17.0,880.64,5.19,451.11,5.26
2825,2013/9/30 10:15,001#,YMGZ,870.95,3.86,86.72,21.8,17.0,880.55,6.37,732.13,1.89
2826,2013/9/30 10:30,001#,YMGZ,826.53,4.1,85.54,21.78,17.0,880.59,7.78,1058.18,358.57
2827,2013/9/30 10:45,001#,YMGZ,807.37,4.34,83.7,21.69,17.0,880.59,8.48,1197.22,358.5
2828,2013/9/30 11:00,001#,YMGZ,796.85,4.73,83.46,21.73,17.0,880.52,10.0,1377.11,354.14
2829,2013/9/30 11:15,001#,YMGZ,813.21,5.05,83.12,21.71,18.0,881.27,8.72,1305.88,0.75
2830,2013/9/30 11:30,001#,YMGZ,791.1,5.33,82.53,21.71,18.0,881.43,7.85,1145.63,4.5
2831,2013/9/30 11:45,001#,YMGZ,767.31,5.54,81.63,21.65,18.0,881.37,9.32,1300.39,355.14
2832,2013/9/30 12:00,001#,YMGZ,737.81,5.76,81.49,21.6,19.0,880.66,9.2,1354.11,357.28
2833,2013/9/30 12:15,001#,YMGZ,669.36,6.06,82.15,21.56,19.0,880.3,8.41,1139.88,359.49
2834,2013/9/30 12:30,001#,YMGZ,621.82,6.44,83.84,21.49,19.0,880.02,7.41,953.5,1.61
2835,2013/9/30 12:45,001#,YMGZ,551.42,6.91,85.17,21.41,20.0,879.37,7.02,884.93,357.22
2836,2013/9/30 13:00,001#,YMGZ,528.42,7.45,87.42,21.27,20.95,879.53,6.25,545.31,359.58
2837,2013/9/30 13:15,001#,YMGZ,485.3,8.01,87.83,21.0,21.0,880.01,6.62,576.61,357.95
2838,2013/9/30 13:30,001#,YMGZ,425.21,8.68,87.92,20.65,21.0,880.32,3.95,252.97,2.54
2839,2013/9/30 13:45,001#,YMGZ,384.75,9.16,87.33,20.22,22.0,880.4,4.71,283.11,7.8
2840,2013/9/30 14:00,001#,YMGZ,363.95,9.54,86.64,19.83,22.0,880.47,3.25,154.44,351.81
2841,2013/9/30 14:15,001#,YMGZ,342.25,9.9,86.34,19.58,23.0,880.47,2.6,83.04,5.37
2842,2013/9/30 14:30,001#,YMGZ,321.48,10.11,86.01,19.26,23.0,880.31,1.41,19.31,349.42
2843,2013/9/30 14:45,001#,YMGZ,343.86,10.34,85.32,19.05,23.0,880.36,1.47,0.0,343.26
2844,2013/9/30 15:00,001#,YMGZ,343.78,10.59,83.18,18.72,24.0,880.57,1.57,0.0,276.39
2845,2013/9/30 15:15,001#,YMGZ,344.35,10.8,81.42,18.41,24.0,874.92,,,
2846,2013/9/30 15:30,001#,YMGZ,325.63,11.05,79.93,18.18,24.0,881.37,,,
2847,2013/9/30 15:45,001#,YMGZ,376.13,11.38,81.69,18.06,23.0,876.28,,,
2848,2013/9/30 16:00,001#,YMGZ,324.77,11.36,80.53,17.87,23.0,881.34,,,
2849,2013/9/30 16:15,001#,YMGZ,278.76,12.38,80.63,17.81,21.0,878.31,,,
2850,2013/9/30 16:30,001#,YMGZ,300.57,12.45,79.39,17.59,22.0,879.56,,,
2851,2013/9/30 16:45,001#,YMGZ,279.73,12.74,78.08,17.37,22.0,879.98,,,
2852,2013/9/30 17:00,001#,YMGZ,324.63,13.03,77.04,17.17,22.0,879.95,,,
2853,2013/9/30 17:15,001#,YMGZ,270.06,13.26,75.25,16.88,22.0,879.66,,,
2854,2013/9/30 17:30,001#,YMGZ,264.93,13.84,73.61,16.68,22.0,879.67,,,
2855,2013/9/30 17:45,001#,YMGZ,228.96,14.27,73.06,16.48,22.0,879.71,,,
2856,2013/9/30 18:00,001#,YMGZ,238.91,14.73,74.81,16.34,23.0,879.63,,,
2857,2013/9/30 18:15,001#,YMGZ,322.16,15.14,76.81,16.23,23.0,879.73,,,
2858,2013/9/30 18:30,001#,YMGZ,308.7,15.13,77.09,16.06,23.0,879.89,,,
2859,2013/9/30 18:45,001#,YMGZ,369.1,15.08,76.38,15.97,23.0,880.0,,,
2860,2013/9/30 19:00,001#,YMGZ,352.12,15.26,75.9,15.89,23.0,879.98,,,
2861,2013/9/30 19:15,001#,YMGZ,381.79,15.42,75.3,15.77,23.0,879.9,,,
2862,2013/9/30 19:30,001#,YMGZ,404.61,15.66,75.31,15.71,23.0,879.72,,,
2863,2013/9/30 19:45,001#,YMGZ,448.22,16.14,76.47,15.69,22.0,879.59,,,
2864,2013/9/30 20:00,001#,YMGZ,437.31,16.31,77.07,15.6,22.0,879.78,,,
2865,2013/9/30 20:15,001#,YMGZ,466.99,16.14,77.12,15.42,22.0,879.95,,,
2866,2013/9/30 20:30,001#,YMGZ,479.23,15.96,76.11,15.25,22.0,880.17,,,
2867,2013/9/30 20:45,001#,YMGZ,493.69,15.74,76.03,15.07,22.0,880.05,,,
2868,2013/9/30 21:00,001#,YMGZ,543.84,15.71,76.83,14.89,22.0,880.04,,,
2869,2013/9/30 21:15,001#,YMGZ,558.01,15.71,76.88,14.7,22.0,879.85,,,
2870,2013/9/30 21:30,001#,YMGZ,552.7,15.6,76.85,14.43,22.0,879.3,,,
2871,2013/9/30 21:45,001#,YMGZ,596.48,15.34,75.33,14.22,22.0,879.28,,,
2872,2013/9/30 22:00,001#,YMGZ,624.14,15.29,73.68,14.07,22.0,879.38,,,
2873,2013/9/30 22:15,001#,YMGZ,673.98,15.41,71.89,13.95,22.0,879.44,,,
2874,2013/9/30 22:30,001#,YMGZ,713.35,15.36,71.68,13.91,21.0,879.96,,,
2875,2013/9/30 22:45,001#,YMGZ,758.56,15.28,71.72,13.85,21.0,880.11,,,
2876,2013/9/30 23:00,001#,YMGZ,763.06,15.18,71.63,13.78,21.0,880.08,,,
2877,2013/9/30 23:15,001#,YMGZ,847.99,14.95,71.98,13.74,21.0,880.22,,,
2878,2013/9/30 23:30,001#,YMGZ,751.71,14.77,72.58,13.71,21.0,880.34,,,
2879,2013/9/30 23:45,001#,YMGZ,844.84,14.58,73.28,13.66,21.0,880.5,,,
2880,2013/10/1 0:00,001#,YMGZ,789.54,14.59,72.78,13.64,22.0,880.57,,,
2881,2013/10/1 0:15,001#,YMGZ,1013.45,14.72,73.35,13.56,22.0,880.67,,,
2882,2013/10/1 0:30,001#,YMGZ,1006.95,14.77,74.26,13.48,22.0,880.75,,,
2883,2013/10/1 0:45,001#,YMGZ,1009.55,14.64,75.24,13.39,22.0,880.96,,,
2884,2013/10/1 1:00,001#,YMGZ,1044.43,14.41,76.6,12.8,22.0,882.14,,,
2885,2013/10/1 1:15,001#,YMGZ,1074.87,14.11,78.02,13.05,22.0,882.18,,,
2886,2013/10/1 1:30,001#,YMGZ,1117.92,13.83,78.65,13.4,22.0,882.33,,,
2887,2013/10/1 1:45,001#,YMGZ,1156.08,13.85,79.51,14.13,21.0,882.63,,,
2888,2013/10/1 2:00,001#,YMGZ,1162.56,14.94,81.63,14.91,19.73,882.29,,,
2889,2013/10/1 2:15,001#,YMGZ,1214.54,15.24,82.01,15.27,19.0,882.18,,,
2890,2013/10/1 2:30,001#,YMGZ,1257.89,15.04,81.97,15.54,19.0,882.18,,,
2891,2013/10/1 2:45,001#,YMGZ,1253.6,14.81,82.19,15.85,18.73,882.36,,,
2892,2013/10/1 3:00,001#,YMGZ,1264.43,15.02,82.94,16.23,18.0,882.34,,,
2893,2013/10/1 3:15,001#,YMGZ,1284.51,15.46,83.04,16.56,18.0,882.38,,,
2894,2013/10/1 3:30,001#,YMGZ,0.001,15.4,83.36,16.92,17.0,882.38,,,
2895,2013/10/1 3:45,001#,YMGZ,1340.11,15.52,84.52,17.36,17.0,882.25,,,
2896,2013/10/1 4:00,001#,YMGZ,1381.99,15.87,85.93,17.75,16.0,882.11,,,
2897,2013/10/1 4:15,001#,YMGZ,1354.94,15.81,87.68,17.97,16.0,882.19,,,
2898,2013/10/1 4:30,001#,YMGZ,1347.53,15.58,88.32,18.22,16.0,882.21,,,
2899,2013/10/1 4:45,001#,YMGZ,1332.54,15.34,88.72,18.5,16.0,882.17,,,
2900,2013/10/1 5:00,001#,YMGZ,1326.99,15.32,89.52,18.82,15.0,882.06,,,
2901,2013/10/1 5:15,001#,YMGZ,1336.58,15.58,89.67,19.04,15.0,881.54,,,
2902,2013/10/1 5:30,001#,YMGZ,1315.86,15.8,90.75,19.25,15.0,881.49,,,
2903,2013/10/1 5:45,001#,YMGZ,1277.47,15.75,91.75,19.44,15.0,881.53,,,
2904,2013/10/1 6:00,001#,YMGZ,1251.39,15.56,92.0,19.63,15.0,881.61,,,
2905,2013/10/1 6:15,001#,YMGZ,1228.16,15.31,92.47,19.81,14.0,881.59,,,
2906,2013/10/1 6:30,001#,YMGZ,1238.48,15.37,92.69,20.0,14.0,881.6,,,
2907,2013/10/1 6:45,001#,YMGZ,1246.94,15.36,93.04,20.2,14.0,881.48,,,
2908,2013/10/1 7:00,001#,YMGZ,1188.13,14.91,92.63,20.47,14.0,881.5,,,
2909,2013/10/1 7:15,001#,YMGZ,1192.54,14.3,92.35,20.8,13.56,881.22,,,
2910,2013/10/1 7:30,001#,YMGZ,1162.85,13.95,93.5,21.04,13.0,880.55,,,
2911,2013/10/1 7:45,001#,YMGZ,1174.92,13.34,93.23,21.17,13.0,880.56,,,
2912,2013/10/1 8:00,001#,YMGZ,1195.5,12.72,92.24,21.21,13.0,881.27,,,
2913,2013/10/1 8:15,001#,YMGZ,1176.64,12.21,91.25,21.21,13.56,881.31,,,
2914,2013/10/1 8:30,001#,YMGZ,1135.36,11.88,90.07,21.27,13.0,881.31,,,
2915,2013/10/1 8:45,001#,YMGZ,1190.46,12.01,88.97,21.31,13.0,880.52,,,
2916,2013/10/1 9:00,001#,YMGZ,1207.9,12.25,89.06,21.32,13.0,880.51,,,
2917,2013/10/1 9:15,001#,YMGZ,1185.18,12.09,89.58,21.3,13.0,880.47,,,
2918,2013/10/1 9:30,001#,YMGZ,1149.42,11.79,89.26,21.21,13.56,880.48,,,
2919,2013/10/1 9:45,001#,YMGZ,1143.79,11.44,87.76,21.05,14.0,880.49,,,
2920,2013/10/1 10:00,001#,YMGZ,1270.18,11.41,85.0,20.86,14.0,881.06,,,
2921,2013/10/1 10:15,001#,YMGZ,1310.55,11.61,82.35,20.65,14.0,881.33,,,
2922,2013/10/1 10:30,001#,YMGZ,1285.01,11.9,80.47,20.41,14.56,881.27,,,
2923,2013/10/1 10:45,001#,YMGZ,1270.06,12.08,78.72,20.57,15.0,881.14,,,
2924,2013/10/1 11:00,001#,YMGZ,1268.86,12.13,77.73,20.35,15.0,881.25,,,
2925,2013/10/1 11:15,001#,YMGZ,1273.59,12.15,77.89,20.17,16.0,881.23,,,
2926,2013/10/1 11:30,001#,YMGZ,1231.58,12.02,79.12,19.99,16.0,881.98,,,
2927,2013/10/1 11:45,001#,YMGZ,1257.76,11.93,79.7,19.87,16.0,882.26,,,
2928,2013/10/1 12:00,001#,YMGZ,1253.95,11.87,80.24,19.7,17.0,882.07,,,
2929,2013/10/1 12:15,001#,YMGZ,1248.79,11.72,80.53,19.53,17.0,881.84,,,
2930,2013/10/1 12:30,001#,YMGZ,1213.39,11.7,81.11,19.36,17.0,881.66,,,
2931,2013/10/1 12:45,001#,YMGZ,1194.96,11.8,83.56,19.18,18.0,881.59,,,
2932,2013/10/1 13:00,001#,YMGZ,1194.58,11.93,84.48,18.99,18.0,881.65,,,
2933,2013/10/1 13:15,001#,YMGZ,1235.25,11.51,82.63,18.72,19.0,881.8,,,
2934,2013/10/1 13:30,001#,YMGZ,1227.12,10.64,76.62,18.41,19.0,881.98,,,
2935,2013/10/1 13:45,001#,YMGZ,1165.65,10.49,72.13,18.22,19.0,881.8,,,
2936,2013/10/1 14:00,001#,YMGZ,1212.14,10.77,72.56,18.12,20.0,881.83,,,
2937,2013/10/1 14:15,001#,YMGZ,1224.51,10.93,73.59,18.03,20.0,881.84,,,
2938,2013/10/1 14:30,001#,YMGZ,1200.13,10.9,72.57,17.78,20.0,881.89,,,
2939,2013/10/1 14:45,001#,YMGZ,1174.61,10.82,70.37,17.54,20.0,882.48,,,
2940,2013/10/1 15:00,001#,YMGZ,1146.85,11.1,69.65,17.33,20.0,882.73,,,
2941,2013/10/1 15:15,001#,YMGZ,1086.63,11.4,70.51,17.17,20.0,882.64,,,
2942,2013/10/1 15:30,001#,YMGZ,1068.51,11.45,70.8,17.02,20.0,882.64,,,
2943,2013/10/1 15:45,001#,YMGZ,1090.53,11.07,69.1,16.84,20.0,882.55,,,
2944,2013/10/1 16:00,001#,YMGZ,1010.66,10.76,67.69,16.61,20.0,883.23,,,
2945,2013/10/1 16:15,001#,YMGZ,958.39,12.59,67.87,16.53,19.0,879.48,,,
2946,2013/10/1 16:30,001#,YMGZ,955.96,12.7,66.9,16.42,19.0,880.12,,,
2947,2013/10/1 16:45,001#,YMGZ,904.25,12.89,66.89,16.3,19.0,880.59,,,
2948,2013/10/1 17:00,001#,YMGZ,964.6,13.16,67.55,16.16,19.0,881.02,,,
2949,2013/10/1 17:15,001#,YMGZ,909.44,13.03,67.39,15.85,18.0,881.03,,,
2950,2013/10/1 17:30,001#,YMGZ,889.84,12.93,66.98,15.69,18.0,880.33,,,
2951,2013/10/1 17:45,001#,YMGZ,845.25,12.79,67.03,15.54,19.0,880.46,,,
2952,2013/10/1 18:00,001#,YMGZ,851.02,12.56,66.4,15.38,19.0,880.62,,,
2953,2013/10/1 18:15,001#,YMGZ,869.57,12.41,65.29,15.32,19.0,880.6,,,
2954,2013/10/1 18:30,001#,YMGZ,879.57,12.36,65.0,15.24,20.0,880.67,,,
2955,2013/10/1 18:45,001#,YMGZ,894.36,12.17,63.05,15.12,20.0,881.35,,,
2956,2013/10/1 19:00,001#,YMGZ,890.77,11.98,62.06,15.07,21.0,881.41,,,
2957,2013/10/1 19:15,001#,YMGZ,931.85,11.91,62.03,15.09,21.0,881.33,,,
2958,2013/10/1 19:30,001#,YMGZ,912.68,11.72,61.5,15.07,21.0,881.4,,,
2959,2013/10/1 19:45,001#,YMGZ,907.46,11.59,62.3,15.01,21.0,881.29,,,
2960,2013/10/1 20:00,001#,YMGZ,877.04,11.61,61.73,15.01,21.0,881.27,,,
2961,2013/10/1 20:15,001#,YMGZ,860.36,11.48,61.96,14.95,21.0,881.24,,,
2962,2013/10/1 20:30,001#,YMGZ,806.55,11.27,63.28,14.91,21.0,881.06,,,
2963,2013/10/1 20:45,001#,YMGZ,784.46,10.97,64.58,14.88,22.0,881.09,,,
2964,2013/10/1 21:00,001#,YMGZ,807.76,10.68,65.61,14.76,22.0,881.26,,,
2965,2013/10/1 21:15,001#,YMGZ,742.83,10.54,66.83,14.67,22.0,881.12,,,
2966,2013/10/1 21:30,001#,YMGZ,634.5,10.29,68.76,14.52,22.0,881.2,,,
2967,2013/10/1 21:45,001#,YMGZ,646.0,10.07,69.72,14.42,22.0,881.25,,,
2968,2013/10/1 22:00,001#,YMGZ,671.28,9.85,70.53,14.34,22.44,881.2,,,
2969,2013/10/1 22:15,001#,YMGZ,706.19,9.65,70.67,14.28,23.0,881.32,,,
2970,2013/10/1 22:30,001#,YMGZ,736.19,9.5,70.98,14.22,23.0,881.55,,,
2971,2013/10/1 22:45,001#,YMGZ,762.45,9.32,71.52,14.16,23.0,881.59,,,
2972,2013/10/1 23:00,001#,YMGZ,769.11,9.15,71.95,14.14,23.0,882.24,,,
2973,2013/10/1 23:15,001#,YMGZ,812.61,9.04,71.96,14.04,23.0,882.34,,,
2974,2013/10/1 23:30,001#,YMGZ,767.77,8.94,71.72,14.01,23.0,882.38,,,
2975,2013/10/1 23:45,001#,YMGZ,788.98,8.92,71.75,13.97,23.0,882.47,,,
2976,2013/10/2 0:00,001#,YMGZ,756.51,8.85,71.96,13.96,24.0,882.33,,,
2977,2013/10/2 0:15,001#,YMGZ,1041.67,8.89,71.95,13.91,24.0,882.41,,,
2978,2013/10/2 0:30,001#,YMGZ,1040.62,8.94,71.67,13.88,24.0,882.58,,,
2979,2013/10/2 0:45,001#,YMGZ,1038.41,8.94,70.64,13.89,23.0,883.67,,,
2980,2013/10/2 1:00,001#,YMGZ,1069.6,8.95,69.05,13.98,23.0,885.45,,,
2981,2013/10/2 1:15,001#,YMGZ,1077.19,8.95,68.59,12.75,22.0,885.45,,,
2982,2013/10/2 1:30,001#,YMGZ,1066.69,8.56,69.27,13.57,21.0,885.18,,,
2983,2013/10/2 1:45,001#,YMGZ,1054.91,8.3,71.66,14.25,20.0,885.35,,,
2984,2013/10/2 2:00,001#,YMGZ,1011.23,8.24,74.43,14.82,19.73,885.24,,,
2985,2013/10/2 2:15,001#,YMGZ,988.81,8.45,79.12,15.3,19.0,885.24,,,
2986,2013/10/2 2:30,001#,YMGZ,1013.78,8.48,82.76,15.65,19.0,885.28,,,
2987,2013/10/2 2:45,001#,YMGZ,981.59,8.4,85.07,15.96,18.73,885.33,,,
2988,2013/10/2 3:00,001#,YMGZ,978.71,8.37,87.52,16.28,18.73,885.36,,,
2989,2013/10/2 3:15,001#,YMGZ,980.98,8.38,88.87,16.66,18.0,885.36,,,
2990,2013/10/2 3:30,001#,YMGZ,0.001,8.37,89.98,17.0,17.73,885.42,,,
2991,2013/10/2 3:45,001#,YMGZ,939.18,8.16,90.13,17.36,17.0,885.45,,,
2992,2013/10/2 4:00,001#,YMGZ,965.51,7.8,89.21,17.69,17.0,885.47,,,
2993,2013/10/2 4:15,001#,YMGZ,941.21,7.41,88.53,18.06,17.0,885.49,,,
2994,2013/10/2 4:30,001#,YMGZ,933.24,7.05,88.58,18.39,16.0,884.74,,,
2995,2013/10/2 4:45,001#,YMGZ,911.25,6.73,88.52,18.77,16.0,884.76,,,
2996,2013/10/2 5:00,001#,YMGZ,882.77,6.37,88.79,19.1,16.0,884.69,,,
2997,2013/10/2 5:15,001#,YMGZ,866.01,6.05,89.03,19.41,15.0,884.55,,,
2998,2013/10/2 5:30,001#,YMGZ,837.79,5.72,89.34,19.68,15.0,884.53,,,
2999,2013/10/2 5:45,001#,YMGZ,815.58,5.45,89.1,19.99,15.0,883.79,,,
3000,2013/10/2 6:00,001#,YMGZ,795.43,5.28,88.82,20.29,15.0,883.69,,,
3001,2013/10/2 6:15,001#,YMGZ,748.7,5.15,89.25,20.59,14.0,883.69,,,
3002,2013/10/2 6:30,001#,YMGZ,741.43,4.97,89.03,20.84,14.0,883.68,,,
3003,2013/10/2 6:45,001#,YMGZ,701.61,4.76,88.32,21.07,14.0,883.68,,,
3004,2013/10/2 7:00,001#,YMGZ,661.55,4.5,87.56,21.33,14.0,883.49,,,
3005,2013/10/2 7:15,001#,YMGZ,631.52,4.17,86.84,21.53,14.0,883.5,,,
3006,2013/10/2 7:30,001#,YMGZ,629.09,3.79,87.41,21.73,14.0,883.49,,,
3007,2013/10/2 7:45,001#,YMGZ,665.47,3.4,88.05,21.92,14.0,883.49,,,
3008,2013/10/2 8:00,001#,YMGZ,640.08,3.03,87.75,22.03,13.56,883.49,,,
3009,2013/10/2 8:15,001#,YMGZ,640.77,2.7,85.42,22.14,13.56,883.51,,,
3010,2013/10/2 8:30,001#,YMGZ,655.54,2.47,80.1,22.2,13.56,883.45,,,
3011,2013/10/2 8:45,001#,YMGZ,674.32,2.36,74.96,22.29,13.56,883.43,,,
3012,2013/10/2 9:00,001#,YMGZ,684.3,2.18,70.92,22.38,13.56,882.65,,,
3013,2013/10/2 9:15,001#,YMGZ,685.52,2.06,68.51,22.45,13.56,882.63,,,
3014,2013/10/2 9:30,001#,YMGZ,636.62,1.87,67.77,22.48,13.56,882.65,,,
3015,2013/10/2 9:45,001#,YMGZ,592.79,1.69,68.33,22.55,13.0,882.55,,,
3016,2013/10/2 10:00,001#,YMGZ,561.7,1.58,70.59,22.58,13.0,882.67,,,
3017,2013/10/2 10:15,001#,YMGZ,613.6,1.43,77.14,22.6,13.0,882.7,,,
3018,2013/10/2 10:30,001#,YMGZ,633.15,1.24,101.28,22.63,14.0,883.55,,,
3019,2013/10/2 10:45,001#,YMGZ,666.22,1.33,131.63,22.58,14.0,883.63,,,
3020,2013/10/2 11:00,001#,YMGZ,662.18,1.67,154.46,22.56,14.0,883.74,,,
3021,2013/10/2 11:15,001#,YMGZ,684.59,2.1,167.38,22.46,14.0,883.93,,,
3022,2013/10/2 11:30,001#,YMGZ,668.81,2.48,175.03,22.38,14.56,883.73,,,
3023,2013/10/2 11:45,001#,YMGZ,651.51,2.69,181.33,22.28,15.0,883.79,,,
3024,2013/10/2 12:00,001#,YMGZ,665.32,2.78,187.1,22.25,15.0,883.19,,,
3025,2013/10/2 12:15,001#,YMGZ,608.23,2.74,191.65,22.14,15.0,882.89,,,
3026,2013/10/2 12:30,001#,YMGZ,573.89,2.64,195.47,22.07,16.0,882.69,,,
3027,2013/10/2 12:45,001#,YMGZ,514.84,2.52,198.91,21.97,16.0,882.41,,,
3028,2013/10/2 13:00,001#,YMGZ,520.48,2.28,202.61,21.91,17.0,882.2,,,
3029,2013/10/2 13:15,001#,YMGZ,503.42,2.03,206.19,21.77,17.0,882.16,,,
3030,2013/10/2 13:30,001#,YMGZ,453.49,1.67,214.87,21.64,17.0,882.7,,,
3031,2013/10/2 13:45,001#,YMGZ,393.07,1.35,281.2,21.39,18.0,882.91,,,
3032,2013/10/2 14:00,001#,YMGZ,383.8,1.05,281.36,21.07,18.73,883.1,,,
3033,2013/10/2 14:15,001#,YMGZ,377.31,1.26,299.11,20.74,19.0,883.28,,,
3034,2013/10/2 14:30,001#,YMGZ,343.17,2.16,322.07,20.41,19.73,883.41,,,
3035,2013/10/2 14:45,001#,YMGZ,363.38,3.17,329.67,20.31,19.73,883.32,,,
3036,2013/10/2 15:00,001#,YMGZ,355.39,3.76,331.22,20.4,19.73,883.03,,,
3037,2013/10/2 15:15,001#,YMGZ,347.71,3.84,330.23,20.56,19.0,882.85,,,
3038,2013/10/2 15:30,001#,YMGZ,337.37,3.78,329.05,20.65,20.0,882.85,,,
3039,2013/10/2 15:45,001#,YMGZ,383.38,3.66,328.14,20.7,20.0,882.76,,,
3040,2013/10/2 16:00,001#,YMGZ,302.04,3.47,326.27,20.64,20.0,882.58,,,
3041,2013/10/2 16:15,001#,YMGZ,227.89,7.54,95.11,19.3,17.0,878.94,,,
3042,2013/10/2 16:30,001#,YMGZ,230.45,7.45,91.79,19.07,17.0,880.15,,,
3043,2013/10/2 16:45,001#,YMGZ,183.58,7.38,90.26,18.97,17.0,880.1,,,
3044,2013/10/2 17:00,001#,YMGZ,218.57,7.33,87.62,18.79,17.0,880.18,,,
3045,2013/10/2 17:15,001#,YMGZ,134.9,7.27,84.45,18.66,17.73,878.18,,,
3046,2013/10/2 17:30,001#,YMGZ,116.79,7.25,80.21,18.54,18.0,878.82,,,
3047,2013/10/2 17:45,001#,YMGZ,52.38,7.19,76.91,18.29,18.73,879.41,,,
3048,2013/10/2 18:00,001#,YMGZ,50.66,7.33,72.38,18.12,18.73,879.96,,,
3049,2013/10/2 18:15,001#,YMGZ,134.33,7.55,68.34,18.04,19.0,879.78,,,
3050,2013/10/2 18:30,001#,YMGZ,77.35,7.64,66.9,18.01,19.73,879.03,,,
3051,2013/10/2 18:45,001#,YMGZ,173.18,7.5,67.81,17.93,19.73,879.0,,,
3052,2013/10/2 19:00,001#,YMGZ,127.32,7.34,67.08,17.87,20.0,878.85,,,
