,time,turbine,plantname,power,WS,WD,TEMPER,HUM,PRE,ws,onpower,wd
1290,2013/9/14 10:30,001#,YMGZ,820.4,5.64,87.98,23.23,20.0,877.63,5.49,460.81,6.473118582
1291,2013/9/14 10:45,001#,YMGZ,858.48,5.56,88.45,23.17,20.0,877.67,6.6,728.71,8.574189434
1292,2013/9/14 11:00,001#,YMGZ,846.53,5.44,89.67,23.15,20.0,877.7,7.54,937.97,359.3723713
1293,2013/9/14 11:15,001#,YMGZ,834.86,5.44,90.47,23.12,20.0,877.6,8.16,1164.97,355.7452441
1294,2013/9/14 11:30,001#,YMGZ,777.73,5.57,91.32,23.12,21.0,878.21,6.99,810.72,0.704307138
1295,2013/9/14 11:45,001#,YMGZ,766.57,5.86,93.03,23.02,21.0,878.2,7.45,832.47,358.7307359
1296,2013/9/14 12:00,001#,YMGZ,768.05,6.2,96.09,22.97,22.0,878.2,6.51,713.57,0.843420527
1297,2013/9/14 12:15,001#,YMGZ,711.45,6.58,99.29,22.88,22.0,877.59,6.59,774.5,2.953135146
1298,2013/9/14 12:30,001#,YMGZ,672.26,7.01,103.77,22.68,23.0,877.55,6.18,614.5,1.095842843
1299,2013/9/14 12:45,001#,YMGZ,599.22,7.42,107.08,22.44,23.0,877.61,6.17,652.84,2.636696582
1300,2013/9/14 13:00,001#,YMGZ,610.69,7.86,108.14,22.19,24.0,877.92,6.27,501.91,351.1166779
1301,2013/9/14 13:15,001#,YMGZ,586.97,8.21,106.98,21.95,24.0,877.93,6.08,538.64,356.6269362
1302,2013/9/14 13:30,001#,YMGZ,533.21,8.44,104.74,21.73,25.0,876.73,6.57,567.25,351.6175649
1303,2013/9/14 13:45,001#,YMGZ,496.18,8.64,102.83,21.56,25.0,877.62,5.55,532.78,0.923728267
1304,2013/9/14 14:00,001#,YMGZ,525.96,8.76,101.45,21.36,26.0,877.51,4.63,288.28,7.74766642
1305,2013/9/14 14:15,001#,YMGZ,451.35,8.76,100.88,21.2,26.0,877.35,4.87,371.96,357.6807606
1306,2013/9/14 14:30,001#,YMGZ,398.5,8.69,99.93,21.02,27.0,876.64,5.25,367.44,358.3509134
1307,2013/9/14 14:45,001#,YMGZ,373.28,8.56,97.95,20.87,27.0,877.4,4.64,253.89,351.2330262
1308,2013/9/14 15:00,001#,YMGZ,400.17,8.41,94.69,20.74,27.0,877.21,4.5,281.25,6.336996622
1309,2013/9/14 15:15,001#,YMGZ,412.87,8.39,91.13,20.6,27.0,877.53,4.57,299.69,359.6354583
1310,2013/9/14 15:30,001#,YMGZ,396.35,8.44,88.54,20.5,28.0,877.09,3.89,219.43,353.8343309
1311,2013/9/14 15:45,001#,YMGZ,450.24,8.44,85.67,20.34,28.0,877.6,4.3,260.47,2.096800139
1312,2013/9/14 16:00,001#,YMGZ,465.39,8.46,82.68,20.2,28.0,876.75,4.19,297.44,1.041180046
1313,2013/9/14 16:15,001#,YMGZ,438.7,9.11,79.33,20.5,27.0,873.96,4.6,334.46,358.1581512
1314,2013/9/14 16:30,001#,YMGZ,426.98,9.34,78.84,20.39,27.0,874.23,3.44,183.19,6.05036997
1315,2013/9/14 16:45,001#,YMGZ,423.89,9.68,77.8,20.29,27.0,874.6,4.67,238.31,350.7808446
1316,2013/9/14 17:00,001#,YMGZ,477.3,9.95,76.03,20.21,28.0,874.21,3.64,196.14,1.568526229
1317,2013/9/14 17:15,001#,YMGZ,448.52,10.29,75.98,20.15,28.0,874.22,3.57,117.69,356.4909521
1318,2013/9/14 17:30,001#,YMGZ,402.77,10.6,75.25,20.06,28.0,874.2,3.91,154.89,3.230306087
1319,2013/9/14 17:45,001#,YMGZ,422.61,11.03,73.89,19.96,29.0,874.14,3.57,160.0,357.11664
1320,2013/9/14 18:00,001#,YMGZ,429.62,11.35,72.09,19.9,29.0,874.01,4.09,250.41,2.985529962
1321,2013/9/14 18:15,001#,YMGZ,463.7,11.49,71.47,19.83,29.0,874.04,4.74,279.46,5.822045898
1322,2013/9/14 18:30,001#,YMGZ,440.68,11.48,72.15,19.8,29.0,874.13,4.26,253.34,357.250262
1323,2013/9/14 18:45,001#,YMGZ,445.94,11.42,72.39,19.67,29.0,874.19,5.11,352.09,5.412934222
1324,2013/9/14 19:00,001#,YMGZ,441.07,11.37,72.26,19.54,30.0,874.21,4.81,365.71,3.820566969
1325,2013/9/14 19:15,001#,YMGZ,421.82,11.58,72.32,19.42,30.0,874.15,5.41,450.03,354.2286138
1326,2013/9/14 19:30,001#,YMGZ,434.36,11.92,72.13,19.26,30.0,874.15,5.14,401.63,356.6182661
1327,2013/9/14 19:45,001#,YMGZ,474.4,12.15,71.76,19.08,31.0,874.1,5.52,385.18,355.285087
1328,2013/9/14 20:00,001#,YMGZ,460.11,12.28,70.68,18.88,31.0,874.0,4.03,219.78,357.1261827
1329,2013/9/14 20:15,001#,YMGZ,503.67,12.24,68.81,18.68,31.0,873.05,3.19,94.79,352.7092284
1330,2013/9/14 20:30,001#,YMGZ,526.31,11.94,66.48,18.54,32.0,873.09,2.35,48.38,352.3736811
1331,2013/9/14 20:45,001#,YMGZ,526.36,11.57,64.31,18.32,32.0,873.11,1.73,3.09,339.6190123
1332,2013/9/14 21:00,001#,YMGZ,589.59,11.46,62.35,18.16,32.0,873.19,1.63,0.0,336.2857409
1333,2013/9/14 21:15,001#,YMGZ,604.08,11.42,60.77,18.06,32.0,873.06,1.79,0.0,323.119798
1334,2013/9/14 21:30,001#,YMGZ,620.02,11.34,59.85,17.97,32.0,873.16,2.26,0.0,317.7503191
1335,2013/9/14 21:45,001#,YMGZ,610.35,11.48,59.93,17.96,32.0,873.13,2.9,15.89,327.3354067
1336,2013/9/14 22:00,001#,YMGZ,653.56,11.85,60.71,17.91,32.0,873.35,3.41,160.88,0.750204831
1337,2013/9/14 22:15,001#,YMGZ,653.37,12.04,61.67,17.86,32.0,873.4,4.34,260.75,357.123713
1338,2013/9/14 22:30,001#,YMGZ,666.64,12.09,62.04,17.82,32.0,873.43,4.78,323.61,359.1421251
1339,2013/9/14 22:45,001#,YMGZ,682.74,12.14,60.89,17.76,32.0,873.4,4.6,322.91,2.749214146
1340,2013/9/14 23:00,001#,YMGZ,631.67,12.09,59.73,17.7,32.0,873.3,4.65,290.94,357.250776
1341,2013/9/14 23:15,001#,YMGZ,664.82,12.1,60.99,17.66,32.0,873.24,4.52,295.82,357.4284265
1342,2013/9/14 23:30,001#,YMGZ,635.64,12.27,63.28,17.62,32.0,873.81,4.58,312.81,356.6243171
1343,2013/9/14 23:45,001#,YMGZ,619.0,12.11,63.64,17.5,32.0,874.11,5.65,406.81,356.3748065
1344,2013/9/15 0:00,001#,YMGZ,602.76,12.16,63.72,17.36,32.0,874.87,5.41,452.71,356.2851188
1345,2013/9/15 0:15,001#,YMGZ,675.05,12.51,62.05,17.31,32.0,874.91,5.51,441.38,357.3751589
1346,2013/9/15 0:30,001#,YMGZ,705.06,12.84,62.06,17.27,32.0,874.81,5.39,451.06,356.8748375
1347,2013/9/15 0:45,001#,YMGZ,723.52,12.42,63.04,16.22,31.0,875.16,5.6,453.79,355.2858902
1348,2013/9/15 1:00,001#,YMGZ,738.04,11.02,63.03,16.69,30.0,875.15,5.86,429.53,351.2479748
1349,2013/9/15 1:15,001#,YMGZ,779.57,10.44,63.01,17.19,29.0,875.23,5.71,422.0,353.2482145
1350,2013/9/15 1:30,001#,YMGZ,785.3,10.63,64.85,17.71,28.0,875.23,6.12,577.75,358.5717349
1351,2013/9/15 1:45,001#,YMGZ,816.13,11.05,69.17,18.18,27.0,875.24,6.42,710.25,359.9998856
1352,2013/9/15 2:00,001#,YMGZ,847.6,11.17,73.3,18.57,26.0,875.28,6.48,742.25,1.125119609
1353,2013/9/15 2:15,001#,YMGZ,880.37,11.15,77.17,18.93,26.0,876.13,6.71,798.54,5.856244695
1354,2013/9/15 2:30,001#,YMGZ,896.47,10.96,79.77,19.26,25.0,876.19,7.12,905.34,5.749766671
1355,2013/9/15 2:45,001#,YMGZ,880.49,10.6,81.46,19.57,25.0,876.37,7.75,1171.47,9.74998572
1356,2013/9/15 3:00,001#,YMGZ,874.54,10.32,83.28,19.83,24.0,876.48,,,
1357,2013/9/15 3:15,001#,YMGZ,907.38,10.13,84.51,20.12,24.0,876.46,10.29,1505.9,0.199239164
1358,2013/9/15 3:30,001#,YMGZ,937.32,10.02,85.27,20.42,23.56,876.46,10.95,1509.94,6.125367273
1359,2013/9/15 3:45,001#,YMGZ,913.98,9.78,84.29,20.71,23.0,876.43,10.99,1511.31,6.49931428
1360,2013/9/15 4:00,001#,YMGZ,946.0,9.58,86.51,20.93,23.0,876.49,11.22,1512.64,5.429254176
1361,2013/9/15 4:15,001#,YMGZ,944.96,9.77,88.25,21.17,22.0,876.32,10.4,1508.81,8.125033924
1362,2013/9/15 4:30,001#,YMGZ,925.56,9.6,89.24,21.46,22.0,876.42,10.78,1505.78,7.875013687
1363,2013/9/15 4:45,001#,YMGZ,889.8,9.29,91.46,21.69,22.0,876.44,10.72,1507.93,4.282355221
1364,2013/9/15 5:00,001#,YMGZ,875.22,9.01,92.34,21.88,22.0,876.32,10.38,1506.84,0.124876823
1365,2013/9/15 5:15,001#,YMGZ,892.42,8.59,91.29,22.08,21.0,875.71,9.27,1464.38,359.2501571
1366,2013/9/15 5:30,001#,YMGZ,838.52,8.18,90.21,22.28,21.0,875.72,9.37,1448.88,1.875023218
1367,2013/9/15 5:45,001#,YMGZ,830.17,7.79,89.22,22.48,21.0,875.64,9.11,1408.0,0.569961625
1368,2013/9/15 6:00,001#,YMGZ,856.1,7.53,89.73,22.67,21.0,875.67,8.9,1415.53,356.1250292
1369,2013/9/15 6:15,001#,YMGZ,851.16,7.21,89.24,22.94,21.0,875.73,9.28,1400.84,354.7498524
1370,2013/9/15 6:30,001#,YMGZ,858.07,6.83,87.48,23.1,20.0,875.53,10.7,1448.72,352.1249768
1371,2013/9/15 6:45,001#,YMGZ,876.51,6.41,85.18,23.29,20.0,875.5,10.54,1463.81,352.2499476
1372,2013/9/15 7:00,001#,YMGZ,867.52,6.15,83.56,23.42,20.0,875.55,10.52,1438.64,351.1428527
1373,2013/9/15 7:15,001#,YMGZ,909.33,6.17,83.94,23.54,20.0,875.23,10.37,1466.19,353.1250101
1374,2013/9/15 7:30,001#,YMGZ,918.68,6.39,85.93,23.7,20.0,874.6,10.21,1482.88,354.8742377
1375,2013/9/15 7:45,001#,YMGZ,906.4,6.58,87.25,23.82,20.0,874.6,10.2,1503.91,358.9984366
1376,2013/9/15 8:00,001#,YMGZ,925.67,6.46,88.19,23.97,19.0,874.7,9.63,1449.63,354.2498143
1377,2013/9/15 8:15,001#,YMGZ,925.23,6.14,88.04,24.07,19.0,874.7,10.01,1455.04,354.2857036
1378,2013/9/15 8:30,001#,YMGZ,946.93,5.82,85.82,24.13,19.0,874.65,9.71,1441.72,353.6245364
1379,2013/9/15 8:45,001#,YMGZ,961.24,5.46,84.38,24.21,19.0,874.63,8.91,1446.31,356.6249649
1380,2013/9/15 9:00,001#,YMGZ,868.74,5.05,83.54,24.31,19.0,874.63,8.67,1258.44,356.0002286
1381,2013/9/15 9:15,001#,YMGZ,838.4,4.65,83.44,24.41,19.0,874.64,9.17,1423.72,5.989541513
1382,2013/9/15 9:30,001#,YMGZ,860.37,4.27,82.15,24.41,19.0,874.56,11.1,1506.04,5.99978212
1383,2013/9/15 9:45,001#,YMGZ,885.74,4.21,80.9,24.41,19.0,874.56,12.06,1506.31,354.12102
1384,2013/9/15 10:00,001#,YMGZ,895.7,4.19,79.9,24.47,19.0,874.61,11.79,1495.06,359.6268129
1385,2013/9/15 10:15,001#,YMGZ,897.85,4.08,76.21,24.46,19.0,874.57,11.46,1516.16,356.1255912
1386,2013/9/15 10:30,001#,YMGZ,884.46,3.95,71.01,24.45,19.0,874.54,10.87,1503.94,356.7470994
1387,2013/9/15 10:45,001#,YMGZ,869.2,3.73,67.47,24.44,19.0,874.5,9.03,1407.68,355.001176
1388,2013/9/15 11:00,001#,YMGZ,844.3,3.44,63.01,24.37,20.0,875.12,8.63,1359.34,3.24730041
1389,2013/9/15 11:15,001#,YMGZ,855.47,3.26,57.52,24.57,20.0,875.3,8.7,1284.16,359.8624445
1390,2013/9/15 11:30,001#,YMGZ,852.0,3.21,50.09,24.56,20.0,875.25,8.43,1180.69,3.461749448
1391,2013/9/15 11:45,001#,YMGZ,839.86,3.33,42.88,24.53,20.0,875.26,7.92,1139.29,0.285656826
1392,2013/9/15 12:00,001#,YMGZ,817.55,3.58,38.07,24.5,21.0,875.17,8.32,1160.75,2.087992649
1393,2013/9/15 12:15,001#,YMGZ,809.65,4.01,35.95,24.44,21.0,875.18,8.25,1052.91,353.2483796
1394,2013/9/15 12:30,001#,YMGZ,773.4,4.49,36.67,24.39,21.0,874.92,6.9,836.43,358.6117438
1395,2013/9/15 12:45,001#,YMGZ,724.48,5.06,38.64,24.35,22.0,874.91,6.24,579.09,357.4926636
1396,2013/9/15 13:00,001#,YMGZ,721.31,5.56,40.91,24.35,22.0,874.67,6.94,0.0,235.8498617
1397,2013/9/15 13:15,001#,YMGZ,661.84,5.97,43.14,24.32,22.0,874.72,6.37,0.0,198.147283
1398,2013/9/15 13:30,001#,YMGZ,582.56,6.37,46.45,24.31,23.0,874.66,6.56,0.0,206.135233
1399,2013/9/15 13:45,001#,YMGZ,549.54,6.82,51.65,24.22,23.0,874.61,5.82,0.0,199.2129564
1400,2013/9/15 14:00,001#,YMGZ,568.38,7.38,57.15,24.1,23.0,874.58,5.25,0.0,200.352488
1401,2013/9/15 14:15,001#,YMGZ,504.72,7.9,62.86,23.88,23.0,874.74,5.63,0.0,207.5086272
1402,2013/9/15 14:30,001#,YMGZ,468.87,8.44,66.42,23.62,23.0,874.88,4.62,0.0,205.3365775
1403,2013/9/15 14:45,001#,YMGZ,422.92,8.79,69.62,23.31,24.0,873.04,5.84,0.0,187.2668946
1404,2013/9/15 15:00,001#,YMGZ,429.23,8.93,72.39,23.03,24.0,871.89,4.4,0.0,175.9675689
1405,2013/9/15 15:15,001#,YMGZ,442.19,9.26,75.95,22.83,24.0,871.44,3.78,0.0,185.6467367
1406,2013/9/15 15:30,001#,YMGZ,430.56,9.71,78.84,22.7,24.0,871.08,4.63,0.0,196.1714642
1407,2013/9/15 15:45,001#,YMGZ,493.02,10.08,80.04,22.54,24.0,870.79,3.06,0.0,212.8970317
1408,2013/9/15 16:00,001#,YMGZ,490.21,10.43,80.85,22.41,24.0,872.95,4.81,0.0,242.588291
1409,2013/9/15 16:15,001#,YMGZ,458.2,9.73,69.07,23.73,25.0,867.82,3.37,124.56,10.54234264
1410,2013/9/15 16:30,001#,YMGZ,421.99,9.43,68.85,23.5,26.0,868.88,3.76,194.25,356.1228097
1411,2013/9/15 16:45,001#,YMGZ,397.51,9.17,67.83,23.28,26.0,870.45,3.43,133.44,358.9761712
1412,2013/9/15 17:00,001#,YMGZ,412.67,9.26,62.84,22.97,26.0,871.05,4.7,270.11,356.7762686
1413,2013/9/15 17:15,001#,YMGZ,359.23,10.36,60.65,22.8,26.0,870.42,1.8,140.53,358.5025742
1414,2013/9/15 17:30,001#,YMGZ,281.24,11.0,62.57,22.62,26.0,870.63,4.84,334.0,355.6220504
1415,2013/9/15 17:45,001#,YMGZ,302.39,10.88,62.98,22.39,26.0,871.14,3.97,242.38,8.680980542
1416,2013/9/15 18:00,001#,YMGZ,305.26,11.07,65.12,22.25,26.0,870.96,4.77,276.57,357.9098476
1417,2013/9/15 18:15,001#,YMGZ,342.51,11.2,64.56,22.16,26.0,871.04,3.98,178.81,351.4546551
1418,2013/9/15 18:30,001#,YMGZ,308.27,10.85,62.72,21.89,26.0,871.29,4.1,215.31,2.388604926
1419,2013/9/15 18:45,001#,YMGZ,307.35,11.09,62.55,21.82,26.0,871.04,2.68,88.41,359.9387709
1420,2013/9/15 19:00,001#,YMGZ,286.59,11.23,60.66,21.62,26.0,871.11,2.49,82.36,8.439948957
1421,2013/9/15 19:15,001#,YMGZ,231.16,11.42,59.82,21.45,26.0,871.05,2.93,101.41,354.3145909
1422,2013/9/15 19:30,001#,YMGZ,241.52,11.65,56.45,21.22,26.0,871.14,2.55,76.44,356.1178147
1423,2013/9/15 19:45,001#,YMGZ,279.94,12.21,54.06,20.95,26.0,871.19,2.75,77.81,356.1054942
1424,2013/9/15 20:00,001#,YMGZ,263.1,12.68,56.06,20.74,26.0,871.16,2.39,35.61,0.399907103
1425,2013/9/15 20:15,001#,YMGZ,319.21,13.23,57.92,20.49,26.0,871.25,2.06,34.19,353.3746727
1426,2013/9/15 20:30,001#,YMGZ,373.38,13.41,58.01,20.31,26.0,871.37,1.98,29.19,351.2482686
1427,2013/9/15 20:45,001#,YMGZ,390.36,13.47,58.19,20.09,26.0,871.37,1.91,18.63,353.9998857
1428,2013/9/15 21:00,001#,YMGZ,457.91,13.55,57.08,19.87,26.0,871.32,1.77,0.0,347.7141285
1429,2013/9/15 21:15,001#,YMGZ,498.54,13.31,56.46,19.66,26.0,871.4,2.31,0.0,341.6233015
1430,2013/9/15 21:30,001#,YMGZ,502.29,13.14,56.41,19.49,26.0,871.17,2.52,0.0,342.6222584
1431,2013/9/15 21:45,001#,YMGZ,525.75,13.11,54.87,19.39,27.0,871.08,2.5,0.0,354.129651
1432,2013/9/15 22:00,001#,YMGZ,597.19,13.06,53.13,19.24,27.0,871.27,2.2,0.0,359.3751307
1433,2013/9/15 22:15,001#,YMGZ,609.07,12.87,54.1,19.23,27.0,871.37,2.6,0.0,352.115369
1434,2013/9/15 22:30,001#,YMGZ,637.39,12.99,55.19,19.24,27.0,871.44,2.44,0.0,10.12154594
1435,2013/9/15 22:45,001#,YMGZ,704.0,12.86,56.0,19.15,27.0,871.47,2.37,0.0,12.43096069
1436,2013/9/15 23:00,001#,YMGZ,669.21,12.63,55.37,19.11,27.0,871.6,2.44,0.0,3.62599949
1437,2013/9/15 23:15,001#,YMGZ,728.74,12.8,55.49,19.13,27.0,871.57,2.69,0.0,353.6244074
1438,2013/9/15 23:30,001#,YMGZ,728.25,12.71,54.9,18.99,27.0,872.31,3.6,127.75,350.8750232
1439,2013/9/15 23:45,001#,YMGZ,733.63,12.63,56.31,18.92,27.0,872.43,5.38,323.03,350.3746113
1440,2013/9/16 0:00,001#,YMGZ,717.93,12.33,60.11,18.88,27.0,872.87,6.09,507.0,353.8566744
1441,2013/9/16 0:15,001#,YMGZ,692.57,12.33,60.99,18.83,27.0,872.97,5.81,524.19,355.8750089
1442,2013/9/16 0:30,001#,YMGZ,692.55,12.62,60.8,18.79,27.56,872.91,6.51,592.09,352.7504908
1443,2013/9/16 0:45,001#,YMGZ,674.01,12.68,60.45,17.91,27.56,872.87,7.27,780.59,354.2522427
1444,2013/9/16 1:00,001#,YMGZ,680.06,12.6,60.01,18.01,27.0,872.75,9.36,1257.11,352.0006531
1445,2013/9/16 1:15,001#,YMGZ,774.08,12.36,59.76,18.06,27.0,872.83,11.46,1495.72,355.2533674
1446,2013/9/16 1:30,001#,YMGZ,803.13,12.06,59.8,18.19,27.0,873.03,12.7,1511.44,3.125052956
1447,2013/9/16 1:45,001#,YMGZ,802.19,11.98,60.04,18.56,26.0,873.6,13.81,1507.66,5.499904789
1448,2013/9/16 2:00,001#,YMGZ,822.04,11.92,59.39,18.85,25.56,873.7,14.18,1508.46,3.85722813
1449,2013/9/16 2:15,001#,YMGZ,849.81,11.91,61.98,19.13,25.0,873.87,14.29,1507.66,4.24987145
1450,2013/9/16 2:30,001#,YMGZ,831.44,11.86,64.16,19.38,25.0,873.95,13.83,1512.09,5.000685563
1451,2013/9/16 2:45,001#,YMGZ,844.55,11.87,65.64,19.67,25.0,874.01,13.7,1512.53,6.000038084
1452,2013/9/16 3:00,001#,YMGZ,860.64,11.53,68.38,20.02,24.0,874.1,,,
1453,2013/9/16 3:15,001#,YMGZ,881.35,11.24,71.46,20.34,24.0,874.29,13.48,1506.55,7.800004874
1454,2013/9/16 3:30,001#,YMGZ,896.96,10.82,75.04,20.63,24.0,874.93,13.35,1507.66,7.0
1455,2013/9/16 3:45,001#,YMGZ,912.53,10.34,78.98,20.87,24.0,875.23,12.81,1510.94,5.875246957
1456,2013/9/16 4:00,001#,YMGZ,967.68,9.95,81.44,21.13,23.0,875.23,12.43,1515.53,8.12529104
1457,2013/9/16 4:15,001#,YMGZ,1029.57,9.59,84.17,21.35,23.0,875.07,12.91,1509.61,7.857153518
1458,2013/9/16 4:30,001#,YMGZ,1048.18,9.37,86.75,21.5,23.0,875.3,12.37,1512.53,5.748832976
1459,2013/9/16 4:45,001#,YMGZ,1054.05,9.1,89.1,21.71,23.0,875.33,12.36,1510.31,4.375001785
1460,2013/9/16 5:00,001#,YMGZ,1061.87,8.86,91.45,21.8,23.0,875.35,12.54,1512.09,2.75000476
1461,2013/9/16 5:15,001#,YMGZ,1056.56,8.63,93.82,21.9,23.0,875.39,12.63,1512.94,2.624998215
1462,2013/9/16 5:30,001#,YMGZ,996.18,8.5,96.63,21.94,23.0,874.67,12.19,1510.96,1.571455221
1463,2013/9/16 5:45,001#,YMGZ,970.84,8.41,99.99,22.03,23.0,874.72,11.51,1511.28,0.875108904
1464,2013/9/16 6:00,001#,YMGZ,957.23,8.31,103.05,22.08,23.0,875.53,11.09,1509.78,359.8751232
1465,2013/9/16 6:15,001#,YMGZ,912.91,8.22,106.68,22.12,23.0,875.75,10.84,1512.22,0.499904782
1466,2013/9/16 6:30,001#,YMGZ,933.6,8.13,111.1,22.16,23.0,875.8,10.72,1450.03,359.0
1467,2013/9/16 6:45,001#,YMGZ,935.62,8.06,116.23,22.18,23.0,875.86,11.75,1504.25,0.57175375
1468,2013/9/16 7:00,001#,YMGZ,915.44,8.02,120.87,22.19,23.0,875.87,11.95,1504.59,5.124952982
1469,2013/9/16 7:15,001#,YMGZ,977.28,8.01,124.68,22.18,23.0,875.86,11.37,1500.63,355.4986474
1470,2013/9/16 7:30,001#,YMGZ,959.97,8.04,128.95,22.1,24.0,875.96,11.1,1515.38,357.6245459
1471,2013/9/16 7:45,001#,YMGZ,954.81,8.02,133.36,21.93,24.0,875.93,10.47,1457.38,356.3748875
1472,2013/9/16 8:00,001#,YMGZ,952.18,8.04,137.87,21.72,25.0,876.47,9.95,1321.64,0.285211816
1473,2013/9/16 8:15,001#,YMGZ,928.0,8.09,142.49,21.42,26.0,876.4,9.71,1335.38,356.4993713
1474,2013/9/16 8:30,001#,YMGZ,942.97,8.03,147.66,21.03,29.0,876.52,9.1,1305.41,359.3716272
1475,2013/9/16 8:45,001#,YMGZ,996.69,7.89,152.66,20.66,31.73,876.53,9.41,1299.66,357.248413
1476,2013/9/16 9:00,001#,YMGZ,1029.81,7.74,155.89,20.27,34.73,876.71,10.1,1435.93,357.5723758
1477,2013/9/16 9:15,001#,YMGZ,1030.72,7.67,157.41,19.93,37.0,876.8,9.45,1455.69,0.124933944
1478,2013/9/16 9:30,001#,YMGZ,1008.79,7.58,158.24,19.58,40.0,876.86,10.39,1498.09,5.000914491
1479,2013/9/16 9:45,001#,YMGZ,981.12,7.28,158.54,19.3,42.0,876.95,9.75,1495.21,7.000522501
1480,2013/9/16 10:00,001#,YMGZ,967.31,6.71,158.22,19.12,43.0,877.1,9.63,1439.56,6.633553022
1481,2013/9/16 10:15,001#,YMGZ,975.98,6.11,157.95,18.98,45.0,877.86,9.18,1422.63,358.6253555
1482,2013/9/16 10:30,001#,YMGZ,972.59,5.68,156.93,18.82,46.0,877.88,8.49,1320.71,1.142224246
1483,2013/9/16 10:45,001#,YMGZ,990.86,5.4,155.9,18.7,47.0,878.04,9.21,1344.69,6.373157102
1484,2013/9/16 11:00,001#,YMGZ,955.16,5.19,156.91,18.6,48.0,878.19,9.79,1404.75,7.097936619
1485,2013/9/16 11:15,001#,YMGZ,959.38,4.86,157.83,18.38,49.0,878.13,9.74,1440.18,7.938161087
1486,2013/9/16 11:30,001#,YMGZ,926.84,4.34,158.53,18.26,50.0,878.91,10.43,1430.44,3.995185909
1487,2013/9/16 11:45,001#,YMGZ,894.78,3.76,156.98,18.23,51.0,878.87,10.02,1407.97,0.120309714
1488,2013/9/16 12:00,001#,YMGZ,847.07,3.22,152.1,18.15,52.0,879.01,8.96,1084.54,0.297622208
1489,2013/9/16 12:15,001#,YMGZ,792.44,2.74,143.68,18.13,52.0,878.89,8.48,1121.69,5.69116414
1490,2013/9/16 12:30,001#,YMGZ,755.78,2.45,133.74,18.1,52.0,878.62,7.36,864.91,359.8923017
1491,2013/9/16 12:45,001#,YMGZ,711.64,2.34,122.39,18.09,52.0,878.53,7.41,910.0,355.986955
1492,2013/9/16 13:00,001#,YMGZ,709.66,2.29,112.52,18.1,52.0,878.26,6.63,736.31,355.218661
1493,2013/9/16 13:15,001#,YMGZ,657.73,2.26,104.16,18.14,52.0,878.09,8.86,1130.22,2.487236939
1494,2013/9/16 13:30,001#,YMGZ,602.73,2.23,97.59,18.14,52.0,877.92,8.37,1103.43,2.18779313
1495,2013/9/16 13:45,001#,YMGZ,611.97,2.39,89.84,18.17,52.0,877.84,8.94,1201.78,1.988822827
1496,2013/9/16 14:00,001#,YMGZ,643.71,2.77,84.26,18.23,52.0,877.54,8.71,1141.13,357.2210099
1497,2013/9/16 14:15,001#,YMGZ,604.95,3.16,82.78,18.24,52.27,877.31,8.06,1052.0,7.814818527
1498,2013/9/16 14:30,001#,YMGZ,606.37,3.54,82.43,18.23,52.27,877.16,8.6,1110.47,2.602312307
1499,2013/9/16 14:45,001#,YMGZ,588.22,3.93,79.49,18.22,53.0,876.87,8.91,1181.03,357.6368511
1500,2013/9/16 15:00,001#,YMGZ,612.21,4.45,74.14,18.22,53.0,876.47,8.75,1189.41,0.631995179
1501,2013/9/16 15:15,001#,YMGZ,611.09,4.97,68.81,18.19,54.0,876.06,9.69,1413.25,1.496076569
1502,2013/9/16 15:30,001#,YMGZ,611.27,5.28,65.81,18.24,54.0,875.46,9.82,1207.68,5.718573471
1503,2013/9/16 15:45,001#,YMGZ,649.15,5.38,66.28,18.26,54.0,875.13,8.93,1289.31,0.362178906
1504,2013/9/16 16:00,001#,YMGZ,662.63,5.3,66.74,18.28,55.0,874.87,10.54,1354.81,1.683376913
1505,2013/9/16 16:15,001#,YMGZ,674.12,12.51,76.88,20.37,25.84,871.48,11.56,1453.91,353.1212618
1506,2013/9/16 16:30,001#,YMGZ,639.73,12.37,76.61,20.19,26.0,872.38,10.14,1357.34,1.810109775
1507,2013/9/16 16:45,001#,YMGZ,626.3,12.29,76.45,20.09,26.0,872.54,10.25,1371.34,2.834868985
1508,2013/9/16 17:00,001#,YMGZ,662.29,12.12,76.01,19.95,26.0,872.83,11.03,1397.75,350.7038296
1509,2013/9/16 17:15,001#,YMGZ,658.56,11.88,75.9,19.85,26.0,872.76,10.51,1321.0,345.0
1510,2013/9/16 17:30,001#,YMGZ,599.59,11.61,74.58,19.68,26.0,872.94,10.51,1321.0,345.0
1511,2013/9/16 17:45,001#,YMGZ,601.82,11.51,72.65,19.59,26.56,872.77,10.51,1321.0,345.0
1512,2013/9/16 18:00,001#,YMGZ,547.49,11.45,70.72,19.34,27.0,872.87,10.51,1321.0,345.0
1513,2013/9/16 18:15,001#,YMGZ,521.3,11.38,68.12,19.23,27.0,872.77,10.51,1321.0,345.0
1514,2013/9/16 18:30,001#,YMGZ,528.55,10.96,65.12,19.14,27.0,872.96,10.51,1321.0,345.0
1515,2013/9/16 18:45,001#,YMGZ,478.46,10.53,60.82,19.1,28.0,872.95,10.51,1321.0,345.0
1516,2013/9/16 19:00,001#,YMGZ,501.76,10.53,57.93,19.23,28.0,872.48,10.51,1321.0,345.0
